timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame
1186:59,12,4,14,114,65,51,0,0,08:17,1086:51,14,0.0,3.5,1,0,0,0,91:51,76,5,16,1416,18:15,16:43,01:24,00:07
670:01,4,1,10,54,35,24,0,0,02:02,610:05,10,0.0,1.9,0,0,0,0,57:54,46,-10,5,789,19:08,17:25,01:39,00:03
617:06,5,3,47,51,45,95,0,0,00:11,565:30,47,0.0,5.9,0,0,0,1,51:25,43,-9,8,829,13:42,12:34,01:08,00:00
1104:50,21,11,29,148,69,71,2,10,171:43,870:34,29,41.25,7.4,2,1,2,4,62:33,17,-10,32,1497,16:00,12:37,00:54,02:29
885:24,10,6,10,99,68,21,0,3,97:05,778:06,10,48.33,6.1,0,0,0,0,10:13,22,-11,16,1190,13:01,11:26,00:09,01:25
763:17,5,6,39,124,65,145,0,0,04:38,756:00,39,33.33,4.8,0,0,0,0,02:39,19,-5,11,1088,11:44,11:37,00:02,00:04
1267:59,14,4,10,112,70,132,0,1,02:51,1166:16,10,0.0,3.6,0,0,0,0,98:52,100,16,18,1573,18:06,16:39,01:24,00:02
541:43,4,6,6,60,42,60,0,0,29:25,457:49,6,28.57,10.0,0,0,0,1,54:29,17,-4,10,807,12:53,10:54,01:17,00:42
108:52,0,1,0,9,6,10,0,0,00:00,100:12,0,0.0,11.1,1,0,0,0,08:40,10,4,1,127,18:08,16:42,01:26,00:00
128:30,4,3,4,19,10,1,1,2,14:21,114:04,4,53.26,15.8,0,0,0,0,00:05,4,0,7,180,12:51,11:24,00:00,01:26
1324:56,26,17,14,142,70,49,6,9,173:25,1050:08,14,47.82,12.0,3,2,0,0,101:23,47,1,43,1707,18:55,15:00,01:26,02:28
1318:34,19,5,26,127,70,81,0,5,57:18,1175:54,26,0.0,3.9,0,0,0,0,85:22,84,-12,24,1607,18:50,16:47,01:13,00:49
907:24,17,6,20,87,65,42,2,3,66:38,768:52,20,50.16,6.9,0,0,2,3,71:54,22,-4,23,1326,13:57,11:49,01:06,01:01
1373:17,34,6,16,120,56,26,1,13,168:13,1060:50,16,0.0,5.0,0,0,1,1,144:14,74,-15,40,1531,24:31,18:56,02:34,03:00
25:37,0,0,7,2,2,3,0,0,00:00,24:46,7,0.0,0.0,0,0,0,0,00:51,3,0,0,35,12:48,12:23,00:25,00:00
885:22,20,16,16,117,48,29,2,7,124:01,691:47,16,54.81,13.7,1,0,2,2,69:34,25,-18,36,1123,18:26,14:24,01:26,02:35
1085:02,24,7,34,76,70,20,3,8,145:23,939:20,34,49.38,9.2,1,0,0,0,00:19,29,-19,31,1401,15:30,13:25,00:00,02:04
1778:46,33,12,34,225,70,72,5,17,193:42,1411:56,34,0.0,5.3,1,1,0,1,173:08,115,-22,45,1995,25:24,20:10,02:28,02:46
1420:38,10,5,10,74,70,37,0,0,18:40,1206:04,10,0.0,6.8,1,0,1,1,195:54,97,-10,15,1803,20:17,17:13,02:47,00:16
963:26,23,16,18,126,52,54,0,9,143:05,732:25,18,44.01,12.7,3,3,0,2,87:56,45,0,39,1219,18:31,14:05,01:41,02:45
1250:28,21,26,122,216,64,135,14,18,174:04,989:27,122,52.73,12.0,6,0,2,2,86:57,25,-12,47,1520,19:32,15:27,01:21,02:43
913:44,11,7,26,78,66,56,0,0,14:15,801:40,26,15.0,9.0,0,0,1,1,97:49,18,-12,18,1288,13:50,12:08,01:28,00:12
494:06,4,1,2,44,38,16,0,1,30:56,457:20,2,0.0,2.3,0,0,0,0,05:50,30,-10,5,645,13:00,12:02,00:09,00:48
149:42,0,0,0,17,12,24,0,0,00:10,146:46,0,0.0,0.0,0,0,0,0,02:46,20,-3,0,208,12:28,12:13,00:13,00:00
461:16,2,7,32,67,40,74,1,1,27:42,433:12,32,38.88,10.4,2,0,0,0,00:22,17,-1,9,646,11:31,10:49,00:00,00:41
748:25,6,6,20,56,61,38,0,0,02:27,616:09,20,45.16,10.7,0,0,0,0,129:49,39,-7,12,1115,12:16,10:06,02:07,00:02
1124:54,19,14,38,176,70,46,3,9,169:00,953:20,38,16.66,8.0,3,0,0,0,02:34,24,-33,33,1395,16:04,13:37,00:02,02:24
107:40,2,0,9,9,10,18,0,0,00:00,100:05,9,0.0,0.0,0,0,0,0,07:35,5,-2,2,154,10:46,10:00,00:45,00:00
1209:48,27,22,42,199,70,155,2,9,147:33,1013:38,42,32.43,11.1,2,0,0,0,48:37,38,-22,49,1531,17:16,14:28,00:41,02:06
281:39,2,3,8,33,28,50,1,2,09:48,271:51,8,31.57,9.1,0,0,0,0,00:00,6,-5,5,416,10:03,09:42,00:00,00:21
597:33,6,5,17,43,50,40,0,1,33:28,516:28,17,45.94,11.6,1,0,0,0,47:37,29,-8,11,830,11:57,10:19,00:57,00:40
969:08,9,2,30,63,61,120,0,0,18:49,904:09,30,0.0,3.2,0,0,0,1,46:10,58,-15,11,1253,15:53,14:49,00:45,00:18
824:38,7,2,14,40,48,91,0,0,01:54,741:41,14,0.0,5.0,0,0,0,0,81:03,60,-13,9,1098,17:10,15:27,01:41,00:02
120:03,4,0,2,12,12,23,0,0,03:05,115:51,2,46.37,0.0,0,0,0,0,01:07,2,1,4,187,10:00,09:39,00:05,00:15
193:46,6,1,4,18,20,27,0,0,00:57,187:23,4,54.83,5.6,0,0,0,0,05:26,5,4,7,284,09:41,09:22,00:16,00:02
358:57,4,3,4,31,31,28,0,0,01:02,330:42,4,47.05,9.7,1,0,0,1,27:13,18,-1,7,525,11:34,10:40,00:52,00:02
99:13,1,0,4,11,12,29,0,0,00:21,98:05,4,0.0,0.0,0,0,0,0,00:47,5,-6,1,133,08:16,08:10,00:03,00:01
417:32,3,1,17,63,26,68,0,0,45:14,330:01,17,36.84,1.6,0,0,0,0,42:17,13,-8,4,540,16:03,12:41,01:37,01:44
458:56,7,6,10,49,36,20,0,1,20:03,437:34,10,36.5,12.2,1,1,0,0,01:19,7,3,13,599,12:44,12:09,00:02,00:33
412:36,6,4,22,55,30,46,0,0,09:15,391:21,22,50.0,7.3,0,0,0,0,12:00,8,-7,10,560,13:45,13:02,00:24,00:18
1250:44,21,10,62,131,67,212,2,4,127:58,1022:30,62,49.84,7.6,1,0,0,1,100:16,50,-3,31,1560,18:40,15:15,01:29,01:54
757:59,9,5,10,64,64,68,0,0,02:20,686:25,10,47.85,7.8,1,0,1,1,69:14,36,6,14,1066,11:50,10:43,01:04,00:02
1262:16,27,15,16,151,70,37,3,9,180:31,1035:49,16,51.51,9.9,3,1,1,1,45:56,26,4,42,1594,18:01,14:47,00:39,02:34
785:11,14,12,6,148,44,18,3,8,100:21,615:22,6,47.36,8.1,2,1,0,0,69:28,21,2,26,1019,17:50,13:59,01:34,02:16
1406:37,11,0,35,97,68,129,0,2,14:28,1267:25,35,0.0,0.0,0,0,0,0,124:44,163,-3,11,1760,20:41,18:38,01:50,00:12
1268:09,13,11,36,179,70,109,2,4,124:25,1017:54,36,55.14,6.1,1,0,0,1,125:50,80,-14,24,1610,18:06,14:32,01:47,01:46
543:53,7,1,16,37,39,46,0,0,01:13,518:57,16,0.0,2.7,0,0,0,0,23:43,48,-3,8,722,13:56,13:18,00:36,00:01
538:48,7,2,4,32,27,12,0,2,23:15,460:25,4,0.0,6.3,0,0,0,0,55:08,50,-9,9,708,19:57,17:03,02:02,00:51
111:15,1,2,5,18,9,27,0,0,00:14,108:21,5,0.0,11.1,0,0,0,0,02:40,10,0,3,156,12:21,12:02,00:17,00:01
524:04,7,5,8,50,45,52,0,2,20:57,494:19,8,47.0,10.0,1,0,0,0,08:48,14,-10,12,739,11:38,10:59,00:11,00:27
879:08,15,21,12,162,49,43,3,6,121:36,757:04,12,31.57,13.0,5,0,0,0,00:28,16,8,36,1051,17:56,15:27,00:00,02:28
1415:41,24,6,20,126,56,62,2,9,144:07,1136:11,20,0.0,4.8,0,0,0,1,135:23,123,10,30,1628,25:16,20:17,02:25,02:34
950:55,17,5,16,72,57,21,1,5,118:20,747:30,16,45.98,6.9,1,0,0,0,85:05,31,-5,22,1244,16:40,13:06,01:29,02:04
93:31,1,0,0,13,10,8,0,0,00:51,92:40,0,37.03,0.0,0,0,0,0,00:00,3,1,1,125,09:21,09:16,00:00,00:05
1511:05,21,20,10,187,63,36,5,13,171:54,1214:24,10,0.0,10.7,4,2,1,1,124:47,58,9,41,1763,23:59,19:16,01:58,02:43
65:16,0,0,2,3,6,5,0,0,00:57,61:34,2,0.0,0.0,0,0,0,0,02:45,0,-1,0,100,10:52,10:15,00:27,00:09
527:07,4,1,12,51,33,24,1,1,29:25,497:41,12,0.0,2.0,0,0,0,0,00:01,28,-9,5,702,15:58,15:04,00:00,00:53
447:25,4,6,8,57,32,19,3,5,61:56,384:51,8,40.31,10.5,1,0,0,0,00:38,22,2,10,570,13:58,12:01,00:01,01:56
1309:34,13,5,18,81,69,79,0,0,04:03,1203:18,18,0.0,6.2,1,0,0,0,102:13,92,1,18,1670,18:58,17:26,01:28,00:03
589:05,6,3,4,47,37,35,0,1,11:26,576:26,4,0.0,6.4,0,0,0,0,01:13,33,2,9,747,15:55,15:34,00:01,00:18
304:50,2,1,4,23,22,25,0,0,00:00,299:29,4,0.0,4.3,0,0,0,0,05:21,21,1,3,391,13:51,13:36,00:14,00:00
1255:14,31,18,49,158,70,85,1,10,187:01,1061:05,49,44.59,11.4,4,2,0,0,07:08,50,-2,49,1532,17:55,15:09,00:06,02:40
687:03,10,10,8,97,56,52,5,8,75:33,611:25,8,30.76,10.3,4,1,0,0,00:05,17,-10,20,907,12:16,10:55,00:00,01:20
547:32,5,7,12,69,50,79,0,0,01:39,545:53,12,36.36,10.1,3,0,0,0,00:00,15,10,12,774,10:57,10:55,00:00,00:01
366:08,3,2,2,23,37,18,0,0,01:06,361:37,2,50.0,8.7,0,0,0,0,03:25,25,5,5,508,09:53,09:46,00:05,00:01
859:35,7,7,18,61,55,69,0,0,01:58,794:44,18,0.0,11.5,1,0,1,1,62:53,50,16,14,1073,15:37,14:26,01:08,00:02
856:21,17,4,28,74,55,25,1,7,90:11,675:23,28,53.14,5.4,0,0,0,1,90:47,33,2,21,1129,15:34,12:16,01:39,01:38
1130:53,28,19,28,113,66,24,5,14,177:57,934:56,28,49.55,16.8,5,1,0,0,18:00,22,-9,47,1318,17:08,14:09,00:16,02:41
1700:09,40,8,12,111,69,48,2,18,200:19,1333:03,12,0.0,7.2,2,0,0,0,166:47,93,-6,48,1780,24:38,19:19,02:25,02:54
1186:35,21,25,8,155,69,27,12,18,190:33,933:47,8,53.24,16.1,4,0,1,1,62:15,38,-11,46,1440,17:11,13:31,00:54,02:45
309:25,3,0,6,22,20,25,0,0,02:03,266:40,6,0.0,0.0,0,0,0,0,40:42,30,1,3,369,15:28,13:20,02:02,00:06
1399:32,20,12,18,112,62,61,3,13,153:27,1094:17,18,0.0,10.7,2,0,0,0,151:48,102,-1,32,1560,22:34,17:38,02:26,02:28
860:36,14,11,30,86,59,184,0,0,01:55,751:27,30,37.5,12.8,0,0,0,0,107:14,36,8,25,1116,14:35,12:44,01:49,00:01
1036:04,22,15,18,96,65,13,3,7,159:22,874:49,18,64.28,15.6,2,0,0,0,01:53,36,-9,37,1191,15:56,13:27,00:01,02:27
450:44,8,5,6,38,43,26,0,0,10:32,438:51,6,44.11,13.2,2,0,0,0,01:21,8,7,13,605,10:28,10:12,00:01,00:14
1487:03,26,2,24,103,69,41,0,1,26:42,1319:03,24,0.0,1.9,0,0,0,2,141:18,112,15,28,1698,21:33,19:07,02:02,00:23
893:06,11,8,6,106,59,12,3,10,133:16,756:30,6,0.0,7.5,0,0,0,0,03:20,39,-7,19,1051,15:08,12:49,00:03,02:15
725:45,16,8,16,86,59,52,2,7,97:52,627:14,16,51.14,9.3,0,0,0,0,00:39,17,-5,24,988,12:18,10:37,00:00,01:39
1552:29,18,6,41,167,69,98,1,8,183:17,1292:46,41,0.0,3.6,1,1,0,1,76:26,88,-7,24,1655,22:29,18:44,01:06,02:39
845:38,11,9,69,114,69,44,1,1,06:00,765:05,69,54.6,7.9,1,0,0,0,74:33,54,4,20,1128,12:15,11:05,01:04,00:05
985:39,31,23,42,175,64,25,9,18,152:26,831:22,42,22.22,13.1,4,1,0,0,01:51,18,-1,54,1180,15:24,12:59,00:01,02:22
659:22,9,14,12,95,62,53,0,2,45:09,613:56,12,39.21,14.7,1,0,0,0,00:17,14,5,23,850,10:38,09:54,00:00,00:43
948:49,20,8,54,93,67,95,0,3,20:27,869:24,54,55.55,8.6,1,0,0,0,58:58,44,2,28,1250,14:09,12:58,00:52,00:18
974:28,21,8,22,102,62,93,1,1,04:36,846:21,22,46.16,7.8,4,0,0,1,123:31,43,7,29,1294,15:43,13:39,01:59,00:04
974:20,16,15,55,128,63,64,0,2,50:11,836:53,55,44.49,11.7,1,0,1,1,87:16,54,-10,31,1272,15:27,13:17,01:23,00:47
113:03,3,2,2,13,7,3,0,0,10:54,92:45,2,45.28,15.4,1,1,0,0,09:24,3,4,5,168,16:09,13:15,01:20,01:33
1371:40,43,22,37,180,71,102,4,22,231:25,1093:59,37,49.84,12.2,2,0,1,2,46:16,51,1,65,1684,19:19,15:24,00:39,03:15
642:15,8,7,10,71,49,69,2,2,70:53,571:22,10,68.42,9.9,0,0,0,0,00:00,19,-9,15,863,13:06,11:39,00:00,01:26
74:11,0,0,0,5,7,3,0,0,01:10,66:11,0,54.34,0.0,0,0,0,0,06:50,5,0,0,102,10:35,09:27,00:58,00:10
789:15,8,2,37,49,44,91,0,0,01:14,701:36,37,0.0,4.1,0,0,0,0,86:25,71,1,10,1012,17:56,15:56,01:57,00:01
1020:59,8,2,32,54,51,104,0,0,06:20,944:51,32,0.0,3.7,1,0,0,0,69:48,77,-4,10,1241,20:01,18:31,01:22,00:07
714:15,10,5,16,61,49,49,0,1,20:27,601:32,16,48.51,8.2,1,0,0,0,92:16,16,-3,15,919,14:34,12:16,01:52,00:25
447:21,4,2,7,33,52,125,0,0,04:12,429:29,7,40.0,6.1,0,0,0,0,13:40,40,-1,6,601,08:36,08:15,00:15,00:04
773:13,8,0,32,54,51,145,0,0,02:53,658:57,32,0.0,0.0,0,0,0,1,111:23,50,3,8,986,15:09,12:55,02:11,00:03
1188:26,10,0,37,74,59,105,0,0,45:13,1008:39,37,0.0,0.0,0,0,0,2,134:34,77,4,10,1517,20:08,17:05,02:16,00:45
733:07,6,4,23,68,49,137,0,0,11:28,613:00,23,53.77,5.9,1,0,1,2,108:39,22,-4,10,1027,14:57,12:30,02:13,00:14
238:47,2,3,0,20,35,24,0,1,02:40,233:02,0,55.0,15.0,0,0,0,0,03:05,13,0,5,338,06:49,06:39,00:05,00:04
578:17,3,3,20,45,63,55,0,0,02:00,488:08,20,55.26,6.7,0,0,0,0,88:09,20,1,6,875,09:10,07:44,01:23,00:01
1548:07,44,29,45,170,71,34,10,20,234:48,1295:46,45,46.93,17.1,6,2,0,0,17:33,49,2,73,1676,21:48,18:15,00:14,03:18
645:51,7,1,29,38,38,62,0,0,01:25,556:52,29,0.0,2.6,1,0,0,0,87:34,47,15,8,777,16:59,14:39,02:18,00:02
994:33,12,4,24,64,57,58,0,0,10:01,943:48,24,0.0,6.3,1,0,1,1,40:44,59,-1,16,1292,17:26,16:33,00:42,00:10
1114:52,16,10,10,121,63,59,1,1,74:35,896:32,10,52.99,8.3,5,0,0,3,143:45,27,-3,26,1408,17:41,14:13,02:16,01:11
221:28,1,0,6,9,15,5,0,0,01:07,205:24,6,0.0,0.0,0,0,0,0,14:57,13,-4,1,287,14:45,13:41,00:59,00:04
1480:04,26,5,24,120,65,34,1,12,113:30,1304:21,24,0.0,4.2,0,0,0,0,62:13,59,1,31,1756,22:46,20:04,00:57,01:44
1173:10,33,25,30,203,71,36,3,5,94:26,1076:45,30,0.0,12.3,5,0,1,1,01:59,28,14,58,1519,16:31,15:09,00:01,01:19
1497:13,35,38,34,239,71,18,9,17,234:11,1188:56,34,15.38,15.9,7,1,1,2,74:06,17,4,73,1695,21:05,16:44,01:02,03:17
308:01,5,2,5,29,29,8,0,0,02:02,305:59,5,0.0,6.9,0,0,0,0,00:00,10,-2,7,408,10:37,10:33,00:00,00:04
1057:50,17,12,12,117,71,58,1,2,93:04,964:44,12,47.29,10.3,0,0,0,0,00:02,21,4,29,1389,14:53,13:35,00:00,01:18
513:28,3,5,20,55,46,20,0,0,05:11,465:22,20,38.46,9.1,0,0,1,1,42:55,12,-9,8,691,11:09,10:07,00:55,00:06
274:42,5,0,12,27,17,16,0,0,08:52,265:39,12,0.0,0.0,0,0,0,0,00:11,19,-2,5,363,16:09,15:37,00:00,00:31
1319:53,35,28,22,226,68,97,8,16,219:24,1100:19,22,37.03,12.4,1,0,0,0,00:10,35,8,63,1482,19:24,16:10,00:00,03:13
1659:42,39,6,32,177,71,165,3,25,207:43,1388:12,32,0.0,3.4,1,0,0,0,63:47,78,10,45,1913,23:22,19:33,00:53,02:55
1413:23,14,12,38,149,63,75,5,8,138:22,1180:14,38,0.0,8.1,2,0,0,0,94:47,95,4,26,1683,22:26,18:44,01:30,02:11
805:07,5,6,20,76,59,77,0,0,02:12,651:41,20,53.95,7.9,3,0,1,2,151:14,44,1,11,1204,13:38,11:02,02:33,00:02
1112:45,18,17,18,135,70,77,6,11,151:00,897:05,18,45.28,12.6,1,0,0,0,64:40,41,6,35,1476,15:53,12:48,00:55,02:09
1613:59,28,4,24,101,70,91,2,11,134:50,1313:51,24,0.0,4.0,0,0,0,0,165:18,134,8,32,1927,23:03,18:46,02:21,01:55
506:36,4,1,14,18,27,20,0,0,00:38,433:59,14,0.0,5.6,0,0,0,1,71:59,46,-2,5,656,18:45,16:04,02:39,00:01
568:53,3,8,6,61,46,21,0,0,01:28,462:36,6,0.0,13.1,0,0,1,1,104:49,12,-4,11,876,12:22,10:03,02:16,00:01
1200:24,24,14,22,153,70,11,9,17,220:43,976:46,22,22.22,9.2,2,0,0,0,02:55,20,-21,38,1525,17:08,13:57,00:02,03:09
1024:44,11,0,25,53,50,76,0,0,08:13,902:52,25,0.0,0.0,0,0,0,1,113:39,70,5,11,1325,20:29,18:03,02:16,00:09
1234:57,18,10,16,158,70,43,1,7,117:33,978:28,16,47.53,6.3,2,1,1,1,138:56,54,-4,28,1677,17:38,13:58,01:59,01:40
1518:34,21,9,38,135,66,129,2,7,176:17,1205:45,38,0.0,6.7,1,0,1,1,136:32,65,-3,30,1837,23:00,18:16,02:04,02:40
1246:18,36,16,34,232,65,47,4,18,225:05,1007:45,34,39.21,6.9,1,0,0,0,13:28,29,-14,52,1465,19:10,15:30,00:12,03:27
891:14,17,5,14,132,68,51,0,1,04:44,832:53,14,42.62,3.8,0,0,0,1,53:37,26,1,22,1280,13:06,12:14,00:47,00:04
986:51,10,3,14,69,58,48,0,2,57:27,891:23,14,0.0,4.3,0,0,0,0,38:01,88,-9,13,1250,17:00,15:22,00:39,00:59
1087:27,34,11,20,95,70,12,2,13,157:11,929:22,20,42.55,11.6,2,0,0,0,00:54,34,3,45,1399,15:32,13:16,00:00,02:14
1168:44,20,18,12,134,70,39,6,10,191:06,957:05,12,55.11,13.4,2,1,0,0,20:33,36,6,38,1528,16:41,13:40,00:17,02:43
617:10,3,6,16,83,56,140,0,0,05:18,611:44,16,27.27,7.2,1,0,0,0,00:08,22,2,9,928,11:01,10:55,00:00,00:05
896:23,10,15,33,109,66,201,0,0,01:41,801:16,33,51.06,13.8,3,0,1,1,93:26,29,0,25,1280,13:34,12:08,01:24,00:01
962:24,17,22,20,158,68,26,4,10,142:37,819:20,20,36.36,13.9,5,0,0,0,00:27,20,1,39,1289,14:09,12:02,00:00,02:05
1140:40,27,17,28,184,70,20,2,15,188:48,950:29,28,38.09,9.2,2,0,0,0,01:23,13,-6,44,1449,16:17,13:34,00:01,02:41
222:51,3,1,14,27,20,14,0,0,06:05,216:41,14,37.7,3.7,1,0,0,0,00:05,3,2,4,324,11:08,10:50,00:00,00:18
723:46,4,0,18,41,51,151,0,0,01:07,715:08,18,0.0,0.0,0,0,0,0,07:31,53,4,4,987,14:11,14:01,00:08,00:01
201:02,2,0,8,24,16,16,0,0,28:02,172:53,8,66.66,0.0,0,0,0,0,00:07,5,-4,2,237,12:33,10:48,00:00,01:45
860:16,5,1,37,59,49,114,0,0,00:36,691:45,37,0.0,1.7,1,0,0,1,167:55,86,6,6,1013,17:33,14:07,03:25,00:00
1216:00,21,17,24,136,71,63,5,10,164:27,973:50,24,54.78,12.5,3,1,0,1,77:43,32,6,38,1457,17:07,13:42,01:05,02:18
720:07,7,8,47,61,71,316,0,0,17:15,702:50,47,46.15,13.1,1,0,0,0,00:02,24,-5,15,970,10:08,09:53,00:00,00:14
1271:59,34,32,44,307,71,90,8,19,174:03,1095:41,44,53.12,10.4,5,1,0,0,02:15,35,18,66,1435,17:54,15:25,00:01,02:27
1096:54,13,3,23,75,51,43,0,4,69:23,940:48,23,0.0,4.0,0,0,0,0,86:43,117,-4,16,1271,21:30,18:26,01:42,01:21
1150:19,8,6,13,101,61,129,1,1,04:20,1030:04,13,0.0,5.9,0,0,0,1,115:55,74,-1,14,1459,18:51,16:53,01:54,00:04
1421:02,7,2,40,73,71,201,0,0,04:10,1197:22,40,0.0,2.7,0,0,1,1,219:30,133,1,9,1749,20:00,16:51,03:05,00:03
1271:46,27,27,20,169,71,55,3,5,134:34,1000:56,20,25.0,16.0,6,0,2,4,136:16,30,17,54,1584,17:54,14:05,01:55,01:53
889:33,5,2,32,37,49,51,0,0,10:12,811:23,32,0.0,5.4,0,0,0,1,67:58,71,9,7,1105,18:09,16:33,01:23,00:12
1261:51,42,21,27,168,65,56,6,17,163:23,973:10,27,34.78,12.5,3,0,0,1,125:18,51,15,63,1426,19:24,14:58,01:55,02:30
878:13,15,10,35,115,65,91,3,5,103:15,774:01,35,47.94,8.7,0,0,0,0,00:57,31,0,25,1148,13:30,11:54,00:00,01:35
1188:33,31,15,16,138,63,40,2,8,123:18,944:19,16,51.9,10.9,1,0,2,5,120:56,38,11,46,1393,18:51,14:59,01:55,01:57
1140:39,25,22,28,235,66,99,6,12,146:21,993:30,28,42.64,9.4,3,1,0,0,00:48,12,6,47,1337,17:16,15:03,00:00,02:13
931:07,15,11,16,73,65,52,1,2,43:26,808:56,16,45.33,15.1,5,1,2,3,78:45,32,24,26,1183,14:19,12:26,01:12,00:40
1279:01,24,7,12,112,59,25,1,7,61:42,1123:21,12,0.0,6.3,0,0,0,0,93:58,91,11,31,1558,21:40,19:02,01:35,01:02
1579:08,33,13,25,219,71,20,1,16,220:38,1348:20,25,0.0,5.9,4,2,1,1,10:10,69,12,46,1833,22:14,18:59,00:08,03:06
700:56,12,7,39,99,71,213,0,0,04:24,693:21,39,64.28,7.1,1,0,0,0,03:11,11,0,19,1049,09:52,09:45,00:02,00:03
777:35,7,8,20,93,67,91,0,0,04:14,687:08,20,50.11,8.6,1,0,1,1,86:13,38,-2,15,1074,11:36,10:15,01:17,00:03
614:04,9,8,8,98,42,58,3,7,74:28,535:13,8,28.57,8.2,2,0,0,0,04:23,20,-10,17,725,14:37,12:44,00:06,01:46
320:01,5,5,8,42,28,39,1,1,02:43,302:08,8,48.18,11.9,1,0,0,0,15:10,7,3,10,439,11:25,10:47,00:32,00:05
229:01,1,0,4,9,16,10,0,0,00:00,213:02,4,0.0,0.0,0,0,0,0,15:59,16,3,1,309,14:18,13:18,00:59,00:00
